字段1_文本,字段1_链接,字段2,字段3_文本,字段3_链接,字段4,字段5,字段6,字段7_文本,字段7_链接,字段8,字段9,字段10,字段11,字段12,字段13_文本,字段13_链接,字段14_文本,字段14_链接,字段15_文本,字段15_链接,字段16_文本,字段16_链接,字段17_文本,字段17_链接,字段18,字段19,字段20,字段21_文本,字段21_链接,字段22_文本,字段22_链接,字段23,字段24,时间_文本,时间_链接,字段25_文本,字段25_链接,字段26_文本,字段26_链接,字段27,字段28,字段29,字段30,字段31_文本,字段31_链接,字段32,字段33_文本,字段33_链接
[PDF] who.int,https://apps.who.int/iris/bitstream/handle/10665/329620/seajph2017v6n2p34.pdf,[PDF],Sanitation safety planning as a tool for achieving safely managed sanitation systems and safe use of wastewater,https://apps.who.int/iris/handle/10665/329620,,,"MS Winkler, D Jackson, D Sutherland… - WHO South-East Asia …, 2017 - apps.who.int",MS Winkler,https://scholar.google.com/citations?user=qPUAAbMAAAAJ&hl=en&oi=sra,,"… the environmental benefits associated with the use of wastewater, excreta and greywater in
agriculture and aquaculture, while minimizing … low-resource settings); (iii) wastewater utility
managers (for managing effluent quality and safeguarding public and occupational health); (iv … 
",aquaculture,occupational,,Cited by 10,"https://scholar.google.com/scholar?cites=17876311372424897957&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:pWWp_3pqFfgJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=17876311372424897957&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Sanitation safety planning as a tool for achieving safely managed sanitation systems and safe use of wastewater,https://apps.who.int/iris/handle/10665/329620,,,[PDF] who.int,MS Winkler,https://scholar.google.com/citations?user=qPUAAbMAAAAJ&hl=en&oi=sra,,,"… the environmental benefits associated with the use of wastewater, excreta and greywater in
agriculture and aquaculture, while minimizing … low-resource settings); (iii) wastewater utility
managers (for managing effluent quality and safeguarding public and occupational health); (iv … 
",aquaculture,Cited by 10,"https://scholar.google.com/scholar?cites=17876311372424897957&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:pWWp_3pqFfgJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=17876311372424897957&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,occupational,,,,,,,
[HTML] nature.com,https://www.nature.com/articles/s41598-017-11805-w,[HTML],"Microbiome of Pacific Whiteleg shrimp reveals differential bacterial community composition between Wild, Aquacultured and AHPND/EMS outbreak …",https://www.nature.com/articles/s41598-017-11805-w,,,"F Cornejo-Granados, AA Lopez-Zavala… - Scientific reports, 2017 - nature.com",,,,"Crustaceans form the second largest subphylum on Earth, which includes Litopeneaus vannamei
(Pacific whiteleg shrimp), one of the most cultured shrimp worldwide. Despite efforts to study
the shrimp microbiota, little is known about it from shrimp obtained from the open sea and … 
",,,,Cited by 101,"https://scholar.google.com/scholar?cites=7827793818907729603&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:w17-PgHpoWwJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 13 versions,"https://scholar.google.com/scholar?cluster=7827793818907729603&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Microbiome of Pacific Whiteleg shrimp reveals differential bacterial community composition between Wild, Aquacultured and AHPND/EMS outbreak …",https://www.nature.com/articles/s41598-017-11805-w,,,[HTML] nature.com,,,,,"Crustaceans form the second largest subphylum on Earth, which includes Litopeneaus vannamei
(Pacific whiteleg shrimp), one of the most cultured shrimp worldwide. Despite efforts to study
the shrimp microbiota, little is known about it from shrimp obtained from the open sea and … 
",,Cited by 101,"https://scholar.google.com/scholar?cites=7827793818907729603&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:w17-PgHpoWwJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 13 versions,"https://scholar.google.com/scholar?cluster=7827793818907729603&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[HTML],,,,,
,,,Evaluation of porcine meat and bone meal in diets for pond‐raised hybrid catfish,https://afspubs.onlinelibrary.wiley.com/doi/abs/10.1002/naaq.10008,,,"MH Li, BG Bosworth, PM Lucas - … Journal of Aquaculture, 2018 - Wiley Online Library",,,Aquaculture,"… Corresponding Author. E-mail address: mli@drec.msstate.edu. Thad Cochran National Warmwater
Aquaculture Center, Delta Research and Extension Center, Mississippi State University, Post
Office Box 197, Stoneville, Mississippi, 38776 USA. Corresponding author … 
",Aquaculture,,,Cited by 4,"https://scholar.google.com/scholar?cites=170307863439514626&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ApzEdhkOXQIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=170307863439514626&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Evaluation of porcine meat and bone meal in diets for pond‐raised hybrid catfish,https://afspubs.onlinelibrary.wiley.com/doi/abs/10.1002/naaq.10008,,,"MH Li, BG Bosworth, PM Lucas - … Journal of Aquaculture, 2018 - Wiley Online Library",,,,,"… Corresponding Author. E-mail address: mli@drec.msstate.edu. Thad Cochran National Warmwater
Aquaculture Center, Delta Research and Extension Center, Mississippi State University, Post
Office Box 197, Stoneville, Mississippi, 38776 USA. Corresponding author … 
",Aquaculture,Cited by 4,"https://scholar.google.com/scholar?cites=170307863439514626&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ApzEdhkOXQIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=170307863439514626&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,,,,,
[PDF] mdpi.com,https://www.mdpi.com/2076-2615/9/5/202/pdf,[PDF],A survey of Italian dairy farmers' propensity for precision livestock farming tools,https://www.mdpi.com/2076-2615/9/5/202,,,"F Abeni, F Petrera, A Galli - Animals, 2019 - mdpi.com",,,,"… CREA Research Center for Animal production and Aquaculture, via A. Lombardo, 11 - 26100
Lodi, Italy. *. Author to whom correspondence should be … day milk yield (low MY < 9501, medium
MY 9501–10,500, high MY > 10,500 kg/head); the cow to employed worker ratio (low … 
",Aquaculture,worker,,Cited by 9,"https://scholar.google.com/scholar?cites=2389318349180730560&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:wHw9ImGQKCEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=2389318349180730560&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,A survey of Italian dairy farmers' propensity for precision livestock farming tools,https://www.mdpi.com/2076-2615/9/5/202,,,[PDF] mdpi.com,,,,,"… CREA Research Center for Animal production and Aquaculture, via A. Lombardo, 11 - 26100
Lodi, Italy. *. Author to whom correspondence should be … day milk yield (low MY < 9501, medium
MY 9501–10,500, high MY > 10,500 kg/head); the cow to employed worker ratio (low … 
",Aquaculture,Cited by 9,"https://scholar.google.com/scholar?cites=2389318349180730560&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:wHw9ImGQKCEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=2389318349180730560&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,worker,,,,,,,
,,,Plant life of Western Australia.,https://www.cabdirect.org/cabdirect/abstract/20173310294,,,"AS George, N Gibson - 2015 - cabdirect.org",,,,"The first edition of Plant Life of Western Australia grew out of Dr. John Stanley's Beard's
comprehensive study of Western Australian vegetation. In 1964, in collaboration with the
Department of Geography at the University of Western Australia, he established a project known … 
",,,,Cited by 454,"https://scholar.google.com/scholar?cites=10382459652080187979&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:S7oQgQvoFZAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=10382459652080187979&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Plant life of Western Australia.,https://www.cabdirect.org/cabdirect/abstract/20173310294,,,"AS George, N Gibson - 2015 - cabdirect.org",,,,,"The first edition of Plant Life of Western Australia grew out of Dr. John Stanley's Beard's
comprehensive study of Western Australian vegetation. In 1964, in collaboration with the
Department of Geography at the University of Western Australia, he established a project known … 
",,Cited by 454,"https://scholar.google.com/scholar?cites=10382459652080187979&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:S7oQgQvoFZAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=10382459652080187979&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[BOOK],,,,,
[PDF] uni-muenchen.de,https://mpra.ub.uni-muenchen.de/68018/1/MPRA_paper_68018.pdf,[PDF],Renewable energy consumption and agriculture: evidence for cointegration and Granger causality for Tunisian economy,https://www.tandfonline.com/doi/abs/10.1080/13504509.2016.1196467,,,"M Ben Jebli, S Ben Youssef - International Journal of Sustainable …, 2017 - Taylor & Francis",M Ben Jebli,https://scholar.google.com/citations?user=S0Pe2BMAAAAJ&hl=en&oi=sra,,"… The agricultural sector generates over 12% of gross domestic product (GDP) and actively
contributes to job creation and to the balance of … 82 ktoe per year in agriculture (28% of the annual
energy consumption) and about 32 ktoe relating to fisheries and aquaculture (nearly a … 
",job,aquaculture,,Cited by 69,"https://scholar.google.com/scholar?cites=11298148173761451954&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:spfHZOcVy5wJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=11298148173761451954&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Renewable energy consumption and agriculture: evidence for cointegration and Granger causality for Tunisian economy,https://www.tandfonline.com/doi/abs/10.1080/13504509.2016.1196467,,,[PDF] uni-muenchen.de,M Ben Jebli,https://scholar.google.com/citations?user=S0Pe2BMAAAAJ&hl=en&oi=sra,,,"… The agricultural sector generates over 12% of gross domestic product (GDP) and actively
contributes to job creation and to the balance of … 82 ktoe per year in agriculture (28% of the annual
energy consumption) and about 32 ktoe relating to fisheries and aquaculture (nearly a … 
",job,Cited by 69,"https://scholar.google.com/scholar?cites=11298148173761451954&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:spfHZOcVy5wJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=11298148173761451954&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
,,,Comparison of the bacterial community structures between healthy and diseased juvenile shrimp (Litopenaeus vannamei) digestive tract.,https://www.cabdirect.org/cabdirect/abstract/20173048625,,,"KJ Yang, X Wang, JB Xiong, QLL Qiu… - Journal of Fisheries of …, 2016 - cabdirect.org",,,,"The early stage of shrimp aquaculture is susceptible to bacterial infection and the bacterial
community structure in digestive tract is highly associated with shrimp health. Therefore, it is of
great significance to explore the relation between shrimp bacterial community of digestive tract … 
",,,,Cited by 8,"https://scholar.google.com/scholar?cites=3185825126833117356&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:rNhm2RJTNiwJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,Comparison of the bacterial community structures between healthy and diseased juvenile shrimp (Litopenaeus vannamei) digestive tract.,https://www.cabdirect.org/cabdirect/abstract/20173048625,,,"KJ Yang, X Wang, JB Xiong, QLL Qiu… - Journal of Fisheries of …, 2016 - cabdirect.org",,,,,"The early stage of shrimp aquaculture is susceptible to bacterial infection and the bacterial
community structure in digestive tract is highly associated with shrimp health. Therefore, it is of
great significance to explore the relation between shrimp bacterial community of digestive tract … 
",,Cited by 8,"https://scholar.google.com/scholar?cites=3185825126833117356&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:rNhm2RJTNiwJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,javascript:void(0),,,,,,,,,
[HTML] scirp.org,https://www.scirp.org/html/3-8302880_77300.htm,[HTML],"Shorebirds, stakeholders, and competing claims to the beach and intertidal habitat in Delaware Bay, New Jersey, USA",https://www.scirp.org/html/3-8302880_77300.htm,,,"J Burger, L Niles - Natural Science, 2017 - scirp.org",,,,"… that knots were most affected by people, followed by tide, and virtually no red knots were present
near oyster racks when aquaculture workers or … To partly address this, in 2016 we constructed
oyster racks and reefs (along with a control), without any oyster worker activity … 
",aquaculture,worker,,Cited by 7,"https://scholar.google.com/scholar?cites=10330068326177851740&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:XElYX2nGW48J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=10330068326177851740&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Shorebirds, stakeholders, and competing claims to the beach and intertidal habitat in Delaware Bay, New Jersey, USA",https://www.scirp.org/html/3-8302880_77300.htm,,,[HTML] scirp.org,,,,,"… that knots were most affected by people, followed by tide, and virtually no red knots were present
near oyster racks when aquaculture workers or … To partly address this, in 2016 we constructed
oyster racks and reefs (along with a control), without any oyster worker activity … 
",aquaculture,Cited by 7,"https://scholar.google.com/scholar?cites=10330068326177851740&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:XElYX2nGW48J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=10330068326177851740&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,worker,,[HTML],,,,,
,,,Genetic parameters for resistance to Aeromonas hydrophila in the Neotropical fish pacu (Piaractus mesopotamicus),https://www.sciencedirect.com/science/article/pii/S0044848619313754,,,"VA Mastrochirico-Filho, RB Ariede, MV Freitas… - Aquaculture, 2019 - Elsevier",,,Aquaculture,"… fish species with a wide natural distribution throughout La Plata basin, covering an occupational
area of influence of five countries, including Brazil, Uruguay, Bolivia, Paraguay, and Argentina.
It is an omnivorous fish considered a suitable species for intensive aquaculture due to … 
",occupational,aquaculture,,Cited by 7,"https://scholar.google.com/scholar?cites=4914918260733641472&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:AAMcJx5MNUQJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=4914918260733641472&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Genetic parameters for resistance to Aeromonas hydrophila in the Neotropical fish pacu (Piaractus mesopotamicus),https://www.sciencedirect.com/science/article/pii/S0044848619313754,,,"VA Mastrochirico-Filho, RB Ariede, MV Freitas… - Aquaculture, 2019 - Elsevier",,,,,"… fish species with a wide natural distribution throughout La Plata basin, covering an occupational
area of influence of five countries, including Brazil, Uruguay, Bolivia, Paraguay, and Argentina.
It is an omnivorous fish considered a suitable species for intensive aquaculture due to … 
",occupational,Cited by 7,"https://scholar.google.com/scholar?cites=4914918260733641472&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:AAMcJx5MNUQJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=4914918260733641472&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
[HTML] scielo.br,https://www.scielo.br/scielo.php?pid=S1516-635X2018000100111&script=sci_arttext,[HTML],Respiratory and other health risks among poultry-farm workers and evaluation of management practices in poultry farms,https://www.scielo.br/scielo.php?pid=S1516-635X2018000100111&script=sci_arttext,,,"A Hamid, AS Ahmad, N Khan - Brazilian Journal of Poultry Science, 2018 - SciELO Brasil",A Hamid,https://scholar.google.com/citations?user=bb2oT48AAAAJ&hl=en&oi=sra,,"… Chi-square and Cramer's V tests) showed significant relationship between worker age and … to
the shed temperature and humidity, which were higher than the permissible occupational
standards, especially … (2007 ) in a study on workers' health status in a hatchery with effective … 
",worker,occupational,hatchery,Cited by 9,"https://scholar.google.com/scholar?cites=2741058761451968478&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:3hfRuGsyCiYJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 4 versions,"https://scholar.google.com/scholar?cluster=2741058761451968478&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",AS Ahmad,https://scholar.google.com/citations?user=I6iuMs4AAAAJ&hl=en&oi=sra,Respiratory and other health risks among poultry-farm workers and evaluation of management practices in poultry farms,https://www.scielo.br/scielo.php?pid=S1516-635X2018000100111&script=sci_arttext,,,[HTML] scielo.br,A Hamid,https://scholar.google.com/citations?user=bb2oT48AAAAJ&hl=en&oi=sra,AS Ahmad,https://scholar.google.com/citations?user=I6iuMs4AAAAJ&hl=en&oi=sra,"… Chi-square and Cramer's V tests) showed significant relationship between worker age and … to
the shed temperature and humidity, which were higher than the permissible occupational
standards, especially … (2007 ) in a study on workers' health status in a hatchery with effective … 
",worker,Cited by 9,"https://scholar.google.com/scholar?cites=2741058761451968478&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:3hfRuGsyCiYJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 4 versions,"https://scholar.google.com/scholar?cluster=2741058761451968478&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,occupational,hatchery,[HTML],,,,,
,,,Drought resistance identification and drought resistance indices screening of Job's tears (Coxi lacryma-jobi L.) germplasm resources at seedling stage.,https://www.cabdirect.org/cabdirect/abstract/20173341051,Job's ,,"C Wang, LB Zhou, GB Zhang, LY Zhang, Y Xu… - Scientia Agricultura …, 2017 - cabdirect.org",,,,"Objective: Drought is the important abiotic stress factor for Job's tears production. Drought
resistance identification, indices determination, and germplasms screening of Job's tears
germplasm resources are important for Job's tears industrial development. Method: The seedling … 
",,,,Cited by 4,"https://scholar.google.com/scholar?cites=1580828117417068305&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:EQeYFcw68BUJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,Drought resistance identification and drought resistance indices screening of Job's tears (Coxi lacryma-jobi L.) germplasm resources at seedling stage.,https://www.cabdirect.org/cabdirect/abstract/20173341051,Job's ,,"C Wang, LB Zhou, GB Zhang, LY Zhang, Y Xu… - Scientia Agricultura …, 2017 - cabdirect.org",,,,,"Objective: Drought is the important abiotic stress factor for Job's tears production. Drought
resistance identification, indices determination, and germplasms screening of Job's tears
germplasm resources are important for Job's tears industrial development. Method: The seedling … 
",,Cited by 4,"https://scholar.google.com/scholar?cites=1580828117417068305&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:EQeYFcw68BUJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,javascript:void(0),,,,,,,,,
[PDF] acda.edu.au,https://acda.edu.au/resources/AG_Institute_Australia_Journal_1-15_June_2015-1.pdf,[PDF],Agricultural education and damn statistics I: Graduate completions,https://search.informit.com.au/documentSummary;dn=246164313707811;res=IELAPA,,,"J Pratley - Agricultural Science, 2015 - search.informit.com.au",,,,"… The outcome has been the firm indication that the job market has required consistently over the
recent 5 year period 5 to 6 times as … The FoE 05 is of particular interest as it contains various
categories of agriculture, horticulture, forestry, fisheries and aquaculture as well as all the … 
",job,aquaculture,,Cited by 5,"https://scholar.google.com/scholar?cites=3301993176642154657&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ofCEqEwJ0y0J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=3301993176642154657&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Agricultural education and damn statistics I: Graduate completions,https://search.informit.com.au/documentSummary;dn=246164313707811;res=IELAPA,,,[PDF] acda.edu.au,,,,,"… The outcome has been the firm indication that the job market has required consistently over the
recent 5 year period 5 to 6 times as … The FoE 05 is of particular interest as it contains various
categories of agriculture, horticulture, forestry, fisheries and aquaculture as well as all the … 
",job,Cited by 5,"https://scholar.google.com/scholar?cites=3301993176642154657&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ofCEqEwJ0y0J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=3301993176642154657&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
