字段4_链接,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,字段20,字段21,字段22,字段23,字段24
https://pubmed.ncbi.nlm.nih.gov/26544614/,,Occupational,,"
                This study examined differences in suicide risk among Japanese men of working age (25-59 years) during 2010. METHODS: We analysed the Japanese government's 2010 national survey data regarding occupation and industry-specific death rates. ...CONCLUSIONS: These findin …
              ",s,occupation,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26024406/,Free article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27632793/,,fish,,"
                In the current study, the high organotin levels are over tolerable average residue levels in Taiwan. Phenyltins (PTs) levels in fish and seafood are higher than butyltins (BTs). Risk assessment showed that 95% upper confidence limits of the hazard index (HI) of organotins …
              ",fish,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28160806/,,,,"
                PRACTICAL APPLICATIONS: Injury epidemiologic methods and industry input are an effective way to identify workplace hazards and to design effective safety interventions to control hazards....
              ",workplace,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30180781/,Free PMC article.,,,"
                When the Deepwater Horizon oil rig blew out in 2010, the immediate threats to productive deep water and estuarial fisheries and the region's fishing and energy economies were obvious. ...This paper describes grassroots and regional efforts by the Gulf Coast Health A …
              ",fisheries,s,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27847435/,Free PMC article.,fish,,"
                Diabetic rats that were fed with fish oil (500 and 1,000 mg/kg BW) for 12 weeks significantly reduced the fasting plasma glucose levels without increasing the plasma insulin levels. ...The fish oil supplementation also improved glucose tolerance, insulin sensitivity …
              ",fish,fish,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/31051069/,,,,"
                Diving as a method of fishing is used worldwide in small-scale fisheries. However, one of the main causes of morbidity and mortality among fishermen is decompression sickness (DCS). ...Further studies regarding prevalence of dysbaric osteonecrosis among small-scale fish …
              ",fisheries,fish,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27733718/,,,,"
                INTRODUCTION: Fishing is an occupation associated with uneven diet, strain, drunkenness, tobacco use, and deleterious habits. ...
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27827854/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25866090/,,s,s,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28009387/,,,,"
                MATERIALS AND METHODS: The Norwegian Labour Inspection Authority's Diving Register contains data on all professional inshore divers who have held a diving certificate at any time since 1980. ...Divers in fish farming more often had no day off after 3 days of physica …
              ",s,fish,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/33236302/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/31164189/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26726892/,,,,"
                Suicide and homicide both feature in a small way, but rates cannot readily be compared with those ashore. CONCLUSIONS: The pattern of change in vessels, fisheries and fishing techniques over the study period are complex. ...
              ",fisheries,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29199966/,No abstract available.,Occupational,Fish,"
                
              ",,,,,,,,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/31831240/,,,,"
                This conversion can occur because of sea level rise, establishment of new land-based aquaculture, as well as reservoir expansion or creation. Here, we focus on land occupation and terrestrial biodiversity impacts, while transformation impacts, and habitat gain for a …
              ",aquaculture,occupation,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29790273/,Free PMC article.,,,"
                Because of their constant and increasing interaction with their animals, pastoralists could be at a high risk of occupational infection....
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27364174/,,,,"
                MATERIALS AND METHODS: Thousand fishermen could be recruited during medical regulatory examination by the occupational physicians and nurses of Occupational Health Department for Seamen. ...The national rules for fitness at sea have to be modified by introducing the …
              ",occupational,Occupational,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29152771/,Free PMC article.,,,"
                Forestry sub-sector prevalences were highest with Forest Nurseries and Gathering of Forest Products at 36% and Timber Tract Operations at 22%. The Aquaculture sub-sector had the highest adjusted risk of all AFFH sub-sectors (PR = 1.70; CI = 1.42-2.04). ...
              ",Aquaculture,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30428242/,,,,"
                Diving fisheries are an important source of income and protein for many coastal communities around the world. However, these fisheries are also the cause of both fatal and non-fatal injuries. ...
              ",fisheries,fisheries,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26025009/,,Aquaculture,,"
                Aquaculture has been the fastest growing animal production industry for the past four decades, and almost half of the fish eaten in the world are now farmed fish. To prevent diseases in this more intensive aquaculture farming, use of therapeutic chemic …
              ",,,,,,,,,"Aquaculture has been the fastest growing animal production industry for the past four decades, and almost half of the fish eaten in the world are now farmed fish. To prevent diseases in this more intensive aquaculture farming, use of therapeutic chemic",Aquaculture,fish,fish
https://pubmed.ncbi.nlm.nih.gov/28969634/,Free PMC article.,,,"
                Information on previous malaria, schooling, age, gender, income, occupation, household structure, habits and behaviors related to malaria exposure was collected. ...Access via dirt road or river, access to electricity power-grid services and aquaculture were importa …
              ",occupation,aquaculture,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/31126088/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/31467216/,,occupation,s,"
                Radiocarbon dating of the earliest occupational phases at the Cooper's Ferry site in western Idaho indicates that people repeatedly occupied the Columbia River basin, starting between 16,560 and 15,280 calibrated years before the present (cal yr B.P.). ...The Cooper …
              ",occupational,s,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30144283/,,aquaculture,,"
                Specimens were collected by skin biopsy for two of the seven cases; both cases tested positive for M. marinum by molecular detection (hsp65 gene amplification and sequencing), and one was confirmed positive for M. marinum by culture. All seven cases reported handling raw shrimp f …
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28650967/,Free PMC article.,,,"
                Nearly half (48%) of all studies included in our survey had some level of non-compliance with Ecological Society of America (ESA) authorship guidelines and the majority of studies (78%) contained at least one co-author that did not meet International Committee of Medical Journal …
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26730740/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25849539/,Free PMC article.,,,"
                Due to the health risk related to occupational air pollution exposure, we assessed concentrations and identified sources of particles and volatile organic compounds (VOCs) in a handcraft workshop producing fishing lures. ...
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25921303/,Free PMC article.,,,"
                Eight focus group discussions were conducted (n = 50; 23 male, 27 female) in Gerenge, Uganda with five occupational groups: fishermen, fishmongers, alcohol-sellers, commercial sex workers, and restaurant owners. ...Alcohol use was prevalent and said to influence risky sex. …
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30167037/,Free PMC article.,,,"
                Having no latrine at home (aOR = 10.9; 95% CI: 3.02-39.21), practicing communal hand washing in a basin (aOR = 6.5; 95% CI: 2.30-18.11) and vending of food as an occupation (aOR = 3.4; 95% CI: 1.06-10.74) were independently associated with the outbreak. ...
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28668760/,Free PMC article.,,,"
                Juvenile Chinook sampled in a WWTP effluent-impacted estuary with demonstrated releases of CECs showed similar trends toward reduced liver mitochondrial content and elevated respiratory activity per mitochondria (including state 3 and uncoupled respiration). However, respiratory …
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26974481/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/32989289/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29349185/,Free PMC article.,occupation,,"
                Occupation- and industry-based risks for stroke and ischemic heart disease may vary among Japanese working-aged men. ...We conducted separate regression models to estimate the incident relative risk for stroke and ischemic heart disease for each category compared with the …
              ",,,,,,,,,Occupation- and industry-based risks for stroke and ischemic heart disease may vary among Japanese working-aged men. ...We conducted separate regression models to estimate the incident relative risk for stroke and ischemic heart disease for each category compared with the,Occupation,,
https://pubmed.ncbi.nlm.nih.gov/25351376/,Free PMC article.,fish,,"
                OBJECTIVE: Respiratory outcomes and work-related factors were studied in two seafood worker populations representing different occupational environments. METHODS: Levels of fractional exhaled nitric oxide (FENO), spirometric values, prevalence of respiratory symptoms, and …
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25721160/,Free PMC article.,,,"
                Urinary metabolites of organophosphates (OPs) and pyrethroids (PYR) were analyzed from first morning void samples collected the day of neurobehavioral testing. Rice farm participants had significantly higher concentrations of dialkylphosphates (DAPs) (common metabolites of …
              ",farm,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29947734/,,,,"
                We conclude that zymography is a sensitive and reliable method for exposure assessment of active proteases in indoor environmental samples. We recommend this assay for use in occupational studies to characterize and quantify exposure to active proteases in bioaerosols....
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/33612235/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27164118/,Free PMC article.,,,"
                The interference of health conditions linked to the fisherwomen's work activities may contribute to lower HRQOL in all analyzed aspects, in comparison to the general population. In light of these findings, public health policies must consider these informal workers who con …
              ",s,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27871752/,,,,"
                ., do nothing, non-lethal control, and lethal control, in the context of 5 human-wildlife conflict scenarios: 1) corvids damage crops; 2) starlings damage crops; 3) starlings foul urban structures; 4) coypus damage crops; and 5) coypus transfer disease. Univariate GLMs determined …
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30543955/,,,,"
                Important routes of human exposure are contaminated food and contact with dust. In this study, we measured twelve PBDEs in household/workplace dust and blood plasma samples provided by 113 volunteers living in the Puget Sound region, WA and working at electronic waste (E-w …
              ",workplace,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/32469755/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29955348/,Free PMC article.,,,"
                The National Development goals of South Africa envisage the agricultural sector as a key driver for job creation and economic growth. This article seeks to investigate the adaptive capacity of the Ncunjane farming community in Msinga, KwaZulu-Natal in response to drought s …
              ",job,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27573838/,Free PMC article.,,,"
                To test the suitability of hearths for this purpose, we conducted multiple chemical analyses: stable carbon and nitrogen isotope analyses of total organic matter (expressed as delta(13)C and delta(15)N values) and compound-specific carbon isotope analyses of individual fatty acid …
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25991710/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/32275542/,,,,"
                In the province of Newfoundland and Labrador, fishing is a core occupation and also a source of marine plastic pollution. To look at this relationship, we examined 216 gastrointestinal tracts of Atlantic cod (Gadus morhua) caught by commercial fishers at Fogo Island, Newfo …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29884113/,Free PMC article.,,,"
                BACKGROUND: European sea bass (Dicentrarchus labrax) is one of the most important species for European aquaculture. Viral nervous necrosis (VNN), commonly caused by the redspotted grouper nervous necrosis virus (RGNNV), can result in high levels of morbidity and mortality, …
              ",aquaculture,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27530721/,,,,"
                Globally, marine protected areas (MPAs) have been relatively unsuccessful in meeting biodiversity objectives. To be effective, they require some alteration of people's use and access to marine resources, which they will resist if they do not perceive associated benefits. . …
              ",s,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28724851/,Free PMC article.,,,"
                Villages were classified into 3 groups: inside and/or within 1 km from the outer border of the conservation area and 1-5 km or 5-10 km away from the reserve's outer border. Data were collected by direct interview using a structured questionnaire consisting of the responden …
              ",s,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/32447771/,,,,"
                This ability drives their efficient consumption of phytoplankton and because they feed low on the food chain they have an important place in aquaculture worldwide. In North America, where they are considered invasive, silver carp deplete food resources for native species a …
              ",aquaculture,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28260657/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28763170/,,,,"
                This proximity allows carbon monoxide (CO) from the exhaust to directly enter the HDS volume tank and contaminate the fishermen diver's air supply. Conservative safety standards permit a diver's air supply to contain 10 parts per million (ppm) of CO. This study quan …
              ",s,s,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28808006/,Free PMC article.,,,"
                Many fishers diversify their income by participating in multiple fisheries, which has been shown to significantly reduce year-to-year variation in income. ...We tested whether diversification and variation in fishing revenues changed after implementation of catch shares fo …
              ",fisheries,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30420016/,Free PMC article.,,,"
                The toxin is transferred through the food web from plantivorous fish and shellfish to marine mammals resulting in significant morbidity and mortality. ...
              ",fish,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26040696/,,,,"
                Although fishing is of great economic importance, it has been described as a very dangerous and strenuous occupation worldwide. The current study was designed to determine the prevalence of low back pain (LBP) and explore the coping strategies of fishermen in the Oyorokoto …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26518645/,,,,"
                Data on flock-level management factors (e.g. nutritional factors, litter quality, housing system, opening- and closing hours of popholes, pasture rotation and provision of occupational materials) were collected during a farm visit when the hens were on average 62 we …
              ",occupational,farm,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29565044/,Polish.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28806547/,,,,"
                The Gulf of Gabes is one of the most productive fishery areas in the southern Mediterranean Sea. It is archetypal of an ecosystem in which the effects of fisheries are most pronounced. Demersal trawling is the main fishing activity in the Gulf of Gabes. ...Impact categorie …
              ",fisheries,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26221812/,"English, Portuguese.",,,"
                This was a cross-sectional cohort epidemiological study involving 209 artisanal fisherwomen/shellfish gatherers. The Brazilian version of the Job Content Questionnaire (JCQ), the Nordic Musculoskeletal Questionnaire (NMQ) and a survey listing physical demands adapted to sh …
              ",Job,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30241124/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25889180/,,,,"
                Although this chronic exposure to environmentally relevant concentrations of 5-FU did not affect the reproduction of the exposed zebrafish, it cannot be excluded that 5-FU can lead to degenerative changes, including cancers, which over long-term exposure of several generations mi …
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26580977/,Free PMC article.,Occupation,,"
                ., disease (1.6%), algal/sponge overgrowth (5.6%), and corallivore predation (7.9%)), and damselfish activities caused the highest levels of tissue mortality (34.6%) among all coral stressors evaluated. The probability of damselfish occupation increased as coral colony siz …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30561876/,Free PMC article.,,,"
                Elevated concentrations of CO(2) in seawater can disrupt numerous sensory systems in marine fish. This is of particular concern for Pacific salmon because they rely on olfaction during all aspects of their life including during their homing migrations from the ocean back t …
              ",fish,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28833290/,Free PMC article.,,,"
                CONCLUSIONS: Although the number of fatalities among commercial fishermen in the United States has generally declined since 2000, commercial fishing continues to have one of the highest occupational fatality rates in the United States. The sustainable seafood movement coul …
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26988888/,Free article.,,,"
                OBJECTIVES: To evaluate the possible occupational hazard of environmental strains of opportunistic Pseudomonas aeruginosa on hydrocarbon contaminated sites during remediation, 2 multidrug-resistant isolates originating from environmental (soil and groundwater) samples were …
              ",occupational,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25835643/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27216929/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28484873/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25638654/,,,,"
                No association was found between PFAS levels and several lifestyle factors and socio-economic status which included drinking habit, furniture/carpet in an indoor environment and monthly income. Occupation was an important determinant for PFNA and PFHxS concentrations in th …
              ",Occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26520861/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26132021/,,,,"
                Among the biological responses described for M. amazonicum populations, those regarding osmoregulation and metabolism play a key role for being related to the occupation of diverse habitats. To this effect, we investigated osmoregulation through the role of free amino acid …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/31552871/,No abstract available.,,,"
                
              ",,,,,,,,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/27129894/,No abstract available.,,,"
                
              ",,,,,,,,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/30113242/,Review.,,,"
                
              ",,,,,,,Review.,,,,,
https://pubmed.ncbi.nlm.nih.gov/30308916/,,,,"
                Analogous to current approaches for characterizing land use impacts in LCA, we quantify characterisation factors (CFs) for both occupation and transformation impacts. CFs for occupation impacts are ecoregion-specific. CFs for transformation impacts are spatially dif …
              ",occupation,occupation,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27667586/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27120497/,Free PMC article.,,,"
                We aimed to investigate the reproductive effects of BPA in a fish model and to document its mechanisms of toxicity. We exposed breeding groups of zebrafish (Danio rerio) to 0.01, 0.1, and 1 mg/L BPA for 15 d. We observed a significant increase in egg production, together w …
              ",fish,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25948238/,Free PMC article.,S,,"
                Predictors of the height-adjusted measurements of the left liver lobe and spleen were age, male gender, malaria infection, fishing occupation, village of residence and heavy intensity of S. mansoni infection. ...The PPF grades observed were similar in both HIV-1/ …
              ",occupation,S,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26202239/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27239952/,,,,"
                House to hose survey was conducted, fishermen aged above 18 years and involved in catching fish at least once in last three months, were included. Data on age, marital status, education, monthly income, duration in fishing occupation, owning a boat or wager, frequen …
              ",fish,occupation,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28811602/,Free PMC article.,,,"
                These results confirm this episode as a ciguatera poisoning event and expand the range of pelagic fish species that are involved in ciguatera in the Indian Ocean. ...The present work confirms that consumption of sharks from the Indian Ocean should be considered a ciguatera …
              ",fish,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26788434/,Free PMC article.,,,"
                The population is estimated to be less than 2,000 individuals. In Nepal's Narayani, Sapta Koshi, and Karnali river systems, survival of GRD continues to be threatened by various anthropogenic activities, such as dam construction and interactions with artisanal fisheries …
              ",s,fisheries,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26149191/,,,,"
                The results demonstrate that exposure to mixtures of agents that are relevant to seafood industry workplaces may lead to increased inflammatory signalling compared with exposure to the individual agents alone. ...
              ",workplaces,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27459821/,No abstract available.,,,"
                
              ",,,,,,,,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/29233008/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27843308/,Free PMC article.,,,"
                Male gender, old age, residence in suburban/rural regions, low household income, low educational level, an occupation in agriculture or fisheries, and heavy smoking were significantly associated with COPD. ...
              ",occupation,fisheries,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26666868/,,,,"
                BACKGROUND: In 2011, the Danish Ministry of Food, Agriculture and Fisheries launched the Danish Organic Action Plan 2020 intending to double the organic agricultural area in Denmark. ...
              ",Fisheries,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30524801/,Free PMC article.,,,"
                CONCLUSIONS: There is a need for coordinated efforts to decrease lead emissions from informal battery recycling in Nairobi slums and to remediate existing soils, particularly around battery workplaces and dumpsites. The BLL of local children should be clinically tested and …
              ",workplaces,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26443130/,,,,"
                METHODS: This qualitative research (n = 72) included 25 commercial fishermen who participated in in-depth, semi-structured interviews, and 47 attendees of Lobstermen's meetings who engaged in focus groups. RESULTS: The results showed substantial barriers to PFD use. ...
              ",s,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25730497/,,,,"
                Seeking economic growth and job creation to tackle the nation's extreme poverty, the Nicaraguan government awarded a concession to build an interoceanic canal and associated projects to a recently formed Hong Kong based company with no track record or related expert …
              ",job,s,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29165130/,Free PMC article.,s,,"
                In stepwise multivariate analyses, the cord blood docosahexaenoic acid (DHA) level was found to be significantly influenced by the DHA level in maternal blood, the child's sex, and the gestational period. The maternal DHA level was influenced by fish intake, materna …
              ",s,fish,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/31158929/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27764940/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29139346/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/33291970/,,,,"
                Chicken and turkey isolates were obtained from France, Germany, Great Britain, Hungary, Italy and Spain during 2014-2016. One isolate per farm was retained. The MIC of seven antimicrobial agents was determined using a broth microdilution method, with Friis Medium (M. galli …
              ",farm,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26732167/,Free article.,,,"
                
              ",,,,,,,No abstract available.,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/28868602/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25639250/,Free article.,,,"
                An increase in locomotor activity was observed in larvae issued from fish exposed to the highest concentration of a pyrolytic (PY) mixture. ...Taken together, these results indicate that physiological disruptions are observed in offspring of fish exposed to PAH mixt …
              ",fish,fish,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/30041308/,,,,"
                Populations of macro-algae and sessile invertebrates have precipitously declined in urbanised coastal waters in Australia since European occupation. Responses of healthy subtidal sessile assemblages to cumulative impacts and types of urban impacts were measured in one of t …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26808405/,,,,"
                It highlights the need to quantify the impact humans possibly have on the environment due to occupation and transformation of land. As a starting point of this paper (1(st) objective), the land use activities, which may be mainly socio-culturally or economically oriented, …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25640968/,,,,"
                The availability of prey in different habitat types influences occupation by D. marianae, but the prey selectivity of D. marianae, among other factors, may affect this relationship. ...Information on feeding habits of this species contributes to a better understanding of t …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26298464/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27428067/,,,,"
                Mass drug administration has been less successful as a technique for controlling intestinal schistosomiasis (S. mansoni) than anticipated. In Uganda, the mass distribution of praziquantel has been provided to populations at risk of infection since the early 2000s, but prev …
              ",S,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27107884/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/29035293/,Free PMC article.,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/28154292/,Japanese.,,,"
                
              ",,,,,,,No abstract available.,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/33488835/,Free PMC article.,,,"
                As experiences are active, social and student-owned, the process leads to the development of a variety of cognitive and transferable skills that are beneficial in academia and the workplace. Through data collection/analysis, the carbon biomass exercise not only allowed stu …
              ",workplace,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/33634751/,,,,"
                
              ",,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25985166/,Free PMC article.,,,"
                The main conclusions were: (a) in order to represent the overall barn CO2 concentration of the dairy cow barn, the number of NDIR sensors to be accounted for average concentration calculation was dependent on barn length and on barn area occupation; and (b) the NDIR CO2 se …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27986303/,,s,,"
                Understanding the mental constructs underlying people's social responses, decisions and behaviors is crucial to defining the governance challenges faced in dealing with marine anthropogenic litter. ...
              ",s,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/33616281/,,,,"
                BACKGROUND: Commercial fishing is the most hazardous occupation in the United States. While the epidemiology of adult injuries and fatalities are well documented, injuries to children (<18 years old) are not described. ...METHODS: Nonfatal commercial fishing injuries to …
              ",occupation,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/26626135/,Free PMC article.,,,"
                In this paper, we present an approximate formula for the deleted estimates and Cook's distance for the GLMM, which does not assume that the estimates of variance parameters are unaffected by deletion. ...The method is used to identify influential individuals in an occup …
              ",s,occup,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/27185234/,,,,"
                Prevalence and intensity of infection with P. heinigerae n. sp. was relatively high within the heart tissue of T. fucata, with 19 of 20 fish examined from off Heron Island infected (95%) with 7-25 adult worms (arithmetic mean 16.6). Infections by these parasites accounted …
              ",fish,,,,,,,,,,,
https://pubmed.ncbi.nlm.nih.gov/25315364/,No abstract available.,,,"
                
              ",,,,,,,,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/25939243/,French.,,,"
                
              ",,,,,,,No abstract available.,No abstract available.,,,,
https://pubmed.ncbi.nlm.nih.gov/29895401/,No abstract available.,,,"
                
              ",,,,,,,,No abstract available.,,,,
