Abstract,Keywords,Title,Urls
"Probably as a function of their wide geographical distribution, the different population of Macrobrachium amazonicum shrimp may present distinct physiological, biochemical, reproductive, behavioral, and ecological patterns. These differences are so accentuated that the existence of allopatric speciation has been suggested, although initial studies indicate that the genetic variability of populations happen at an intraspecific level. Among the biological responses described for M. amazonicum populations, those regarding osmoregulation and metabolism play a key role for being related to the occupation of diverse habitats. To this effect, we investigated osmoregulation through the role of free amino acids in cell volume control and metabolism, through oxygen consumption in larvae (zoeae I, II, V and IX) and/or post-larvae of a M. amazonicum population from Amazon, kept in aquaculture fish hatcheries in the state of São Paulo. The results add information regarding the existence of distinct physiological responses among M. amazonicum populations and suggest that possible adjustments to metabolism and to the use of free amino acids as osmolytes of the regulation of the larvae and post-larvae cell volume depend on the appearance of structures responsible for hemolymph osmoregulation like, for example, the gills. In this respect, we verified that zoeae I do not alter their metabolism due to the exposition to fresh or brackish water, but they reduce intracellular concentration of free amino acids when exposed to fresh water, what may suggest the inexistence or inefficient performance of the structures responsible for volume regulation and hemolymph composition. On the other hand, in zoeae II and V exposed to fresh and brackish water, metabolism alterations were not followed by changes in free amino acids concentration. Thus it is possible, as the structures responsible for osmoregulation and ionic regulation become functional, that the role of free amino acids gets diminished and oxygen consumption elevated, probably due to greater energy expenditure with the active transportation of salts through epithelial membranes. Osmotic challenges also seem to alter throughout development, given that in zoeae II oxygen consumption is elevated on brackish water of 18, but in zoeae V it happens in fresh water. After M. amazonicum metamorphosis, free amino acids begin to play an important role as intracellular osmolytes, because we verified an increase of up to 40% in post-larvae exposed to brackish water of 18. The main free amino acids involved in cell volume regulation of ontogenetic stages evaluated were the non essential ones: glutamic acid, glycine, alanine, arginine, and proline. Interestingly, larvae from estuarine population studied here survived until the zoeae V stage in fresh water, but in some populations far from the sea, zoeae die right after eclosion in fresh water or they do not reach zoeae III stage. In addition, given that in favorable conditions caridean shrimp larvae shorten their development, we may infer that the cultivation environment, in which larvae developed in the present work, was appropriate, because almost all zoeae VIII kept on brackish water underwent metamorphosis directly to post-larvae and did not go through zoeae IX stage.",,"
  
    
    
    
    
      
  Catch of a lifetime - Erysipelothrix rhusiopathiae bacteraemia, septicaemia, endocarditis and osteomyelitis in a Newfoundland crab fisherman and butcher


    
  
",https://pubmed.ncbi.nlm.nih.gov/31552871/
"Probably as a function of their wide geographical distribution, the different population of Macrobrachium amazonicum shrimp may present distinct physiological, biochemical, reproductive, behavioral, and ecological patterns. These differences are so accentuated that the existence of allopatric speciation has been suggested, although initial studies indicate that the genetic variability of populations happen at an intraspecific level. Among the biological responses described for M. amazonicum populations, those regarding osmoregulation and metabolism play a key role for being related to the occupation of diverse habitats. To this effect, we investigated osmoregulation through the role of free amino acids in cell volume control and metabolism, through oxygen consumption in larvae (zoeae I, II, V and IX) and/or post-larvae of a M. amazonicum population from Amazon, kept in aquaculture fish hatcheries in the state of São Paulo. The results add information regarding the existence of distinct physiological responses among M. amazonicum populations and suggest that possible adjustments to metabolism and to the use of free amino acids as osmolytes of the regulation of the larvae and post-larvae cell volume depend on the appearance of structures responsible for hemolymph osmoregulation like, for example, the gills. In this respect, we verified that zoeae I do not alter their metabolism due to the exposition to fresh or brackish water, but they reduce intracellular concentration of free amino acids when exposed to fresh water, what may suggest the inexistence or inefficient performance of the structures responsible for volume regulation and hemolymph composition. On the other hand, in zoeae II and V exposed to fresh and brackish water, metabolism alterations were not followed by changes in free amino acids concentration. Thus it is possible, as the structures responsible for osmoregulation and ionic regulation become functional, that the role of free amino acids gets diminished and oxygen consumption elevated, probably due to greater energy expenditure with the active transportation of salts through epithelial membranes. Osmotic challenges also seem to alter throughout development, given that in zoeae II oxygen consumption is elevated on brackish water of 18, but in zoeae V it happens in fresh water. After M. amazonicum metamorphosis, free amino acids begin to play an important role as intracellular osmolytes, because we verified an increase of up to 40% in post-larvae exposed to brackish water of 18. The main free amino acids involved in cell volume regulation of ontogenetic stages evaluated were the non essential ones: glutamic acid, glycine, alanine, arginine, and proline. Interestingly, larvae from estuarine population studied here survived until the zoeae V stage in fresh water, but in some populations far from the sea, zoeae die right after eclosion in fresh water or they do not reach zoeae III stage. In addition, given that in favorable conditions caridean shrimp larvae shorten their development, we may infer that the cultivation environment, in which larvae developed in the present work, was appropriate, because almost all zoeae VIII kept on brackish water underwent metamorphosis directly to post-larvae and did not go through zoeae IX stage.",,"
  
    
    
    
    
      
  Unique case of palytoxin-related keratitis


    
  
",https://pubmed.ncbi.nlm.nih.gov/27129894/
"This paper introduces a new standardized testing procedure for nanomaterial environmental toxicity (International Organization for Standardization/Technical Specification (ISO/TS) 20787): 'aquatic toxicity assessment of manufactured nanomaterials in saltwater lakes using Artemia sp. Nauplii' intended to generate more reliable and repeatable aquatic toxicity data testing manufactured nanomaterials, using Artemia sp., to evaluate their possible ecotoxicity in saltwater lake ecosystems. The principles behind testing with Artemia sp. are reviewed and the paper gives an overview of research published between 2009 and 2018 in which manufactured nanomaterials were tested using Artemia sp.","
      
        
          Keywords:
        
      
      .; Aquatic nanotoxicology; nauplii; saline lakes; standardization.
    ","Introducing a new standardized nanomaterial environmental toxicity screening testing procedure, ISO/TS 20787: aquatic toxicity assessment of manufactured nanomaterials in saltwater Lakes using Artemia sp. nauplii",https://pubmed.ncbi.nlm.nih.gov/30113242/
"Despite the high amount of pressure placed on benthic habitats by anthropogenic activities, particularly in coastal shelf areas, as yet, the impact of seabed damaging activities on ecosystem quality has not been included in Life Cycle Assessment (LCA). We present a globally applicable impact characterisation approach, parameterized within 17 marine ecoregions in Europe. Our modelling approach includes two perspectives: the single-impact perspective and the repeated-impact perspective. The approach for the single-impact perspective is a function of the spatio-temporal scale and intensity of the anthropogenic disturbance, the initial benthic response, and an estimated ecological recovery period. The approach for the repeated-impact perspective additionally accounts for the industry-specific interval between disturbance events, allowing for consideration of potentially incomplete ecological recovery between disturbance events and therefore the potential for both recoverable and non-recoverable potential impacts. We exemplify the repeated-impact perspective for the benthic trawl fishing industry in Europe. Analogous to current approaches for characterizing land use impacts in LCA, we quantify characterisation factors (CFs) for both occupation and transformation impacts. CFs for occupation impacts are ecoregion-specific. CFs for transformation impacts are spatially differentiated at the resolution of seabed substrate type, categories of hydrodynamic energy, i.e. water movement due to the influence of waves and currents, fisheries management zone (repeated-impact perspective only) and marine ecoregion. We estimate ecological recovery times with consideration of the influence of seabed substrate type, hydrodynamic energy at the seabed and the stock of potential recolonizers. The characterisation factors allow for quantifying indicators of ecosystem damage from seabed disturbance in terms of a time-integrated relative species loss. With a single-impact perspective, the largest impact intensities are found in areas with the longest estimated ecological recovery time. In the repeated-impact perspective, the largest intensity of time-integrated non-recoverable impact occurs when the disturbance interval is equal to half the ecological recovery time.","
      
        
          Keywords:
        
      
      Abrasion; Benthic; Europe; Extraction; Life cycle assessment (LCA); Marine ecosystems.
    ","
  
    
    
    
    
      
  Ecosystem damage from anthropogenic seabed disturbance: A life cycle impact assessment characterisation model


    
  
",https://pubmed.ncbi.nlm.nih.gov/30308916/
"In countries from which Crimean-Congo haemorrhagic fever (CCHF) is absent, the causative virus, CCHF virus (CCHFV), is classified as a hazard group 4 agent and handled in containment level (CL)-4. In contrast, most endemic countries out of necessity have had to perform diagnostic tests under biosafety level (BSL)-2 or -3 conditions. In particular, Turkey and several of the Balkan countries have safely processed more than 100 000 samples over many years in BSL-2 laboratories. It is therefore advocated that biosafety requirements for CCHF diagnostic procedures should be revised, to allow the tests required to be performed under enhanced BSL-2 conditions with appropriate biosafety laboratory equipment and personal protective equipment used according to standardized protocols in the countries affected. Downgrading of CCHFV research work from CL-4, BSL-4 to CL-3, BSL-3 should also be considered.",,"
  
    
    
    
    
      
  Biosafety standards for working with Crimean-Congo hemorrhagic fever virus


    
  
",https://pubmed.ncbi.nlm.nih.gov/27667586/
"Bisphenol A (BPA) is a commercially important high production chemical widely used in epoxy resins and polycarbonate plastics, and is ubiquitous in the environment. Previous studies demonstrated that BPA activates estrogenic signaling pathways associated with adverse effects on reproduction in vertebrates and that exposure can induce epigenetic changes. We aimed to investigate the reproductive effects of BPA in a fish model and to document its mechanisms of toxicity. We exposed breeding groups of zebrafish (Danio rerio) to 0.01, 0.1, and 1 mg/L BPA for 15 d. We observed a significant increase in egg production, together with a reduced rate of fertilization in fish exposed to 1 mg/L BPA, associated with significant alterations in the transcription of genes involved in reproductive function and epigenetic processes in both liver and gonad tissue at concentrations representing hotspots of environmental contamination (0.1 mg/L) and above. Of note, we observed reduced expression of DNA methyltransferase 1 (dnmt1) at environmentally relevant concentrations of BPA, along with a significant reduction in global DNA methylation, in testes and ovaries following exposure to 1 mg/L BPA. Our findings demonstrate that BPA disrupts reproductive processes in zebrafish, likely via estrogenic mechanisms, and that environmentally relevant concentrations of BPA are associated with altered transcription of key enzymes involved in DNA methylation maintenance. These findings provide evidence of the mechanisms of action of BPA in a model vertebrate and advocate for its reduction in the environment.","
      
        
          Keywords:
        
      
      Aquatic; endocrine; methylation; plasticizers; teleost; vertebrate; waste.
    ","Bisphenol A causes reproductive toxicity, decreases dnmt1 transcription, and reduces global DNA methylation in breeding zebrafish (Danio rerio)",https://pubmed.ncbi.nlm.nih.gov/27120497/
"Background:
        
      
      The pathogenesis of S. mansoni infection involves chronic inflammatory responses to parasite eggs which can be associated with a characteristic periportal fibrosis (PPF) and the progression to severe hepatosplenic disease. The effects of HIV-1 co-infection and the influence of CD4(+) cell numbers on these clinical manifestations of chronic S. mansoni are not known. To understand the effects of HIV-1 co-infection on these morbidities, we examined S. mansoni ultrasound-detectable morbidities in relation to HIV-1 infection and CD4(+) cell counts, and other factors in fishing communities where the two infections are present.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      Ultrasonographical examination was conducted during a cross-sectional study of 1,671 (aged 21-55 years) individuals in North-Western Tanzania. Blood samples were obtained for HIV-1 screening and CD4(+) cell quantification. A single stool sample was examined for S. mansoni eggs using the Kato-Katz technique. A questionnaire was used to collect socio-demographic-economic information.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      The prevalence of PPF (grade C-F) was 13.79% and 15.01% for the HIV-1 infected and non-infected individuals (P = 0.72). Male gender (P< 0.001), age group 21-30 years (P< 0.028) and, residential time of 11-20 (P< 0.01) and ≥21 years (P< 0.01) were associated with PPF in S. mansoni infected individuals. The height-adjusted measurements of the left liver lobe were significantly larger in HIV-1/S. mansoni co-infected compared to S. mansoni only-infected individuals (t = -2.0702, P< 0.039). Predictors of the height-adjusted measurements of the left liver lobe and spleen were age, male gender, malaria infection, fishing occupation, village of residence and heavy intensity of S. mansoni infection. After accounting for these factors, neither HIV-1 infection nor CD4(+) cell counts predicted PPF, hepatosplenomegaly, measurements of the liver or spleen. Height-adjusted ultrasound measurements of the left liver lobe did not correlate with the CD4(+) cells counts in co-infected individuals (r = -0.16, P = 0.084).
    
  

  


              
                


  
    
      
        
          Conclusion:
        
      
      S. mansoni-related PPF, liver and spleen enlargement are prevalent in the study population. The intensity of S. mansoni infection was associated with the enlargement of liver, spleen and hepatosplenomegaly. The PPF grades observed were similar in both HIV-1/S. mansoni co-infected and in those only infected with S. mansoni. There was no evidence that HIV-1 infection or CD4(+) cells counts were associated with these S. mansoni morbidities.",,"Periportal fibrosis, liver and spleen sizes among S. mansoni mono or co-infected individuals with human immunodeficiency virus-1 in fishing villages along Lake Victoria shores, North-Western, Tanzania",https://pubmed.ncbi.nlm.nih.gov/25948238/
"Poultry exposure is a major risk factor for human H7N9 zoonotic infections, for which the mode of transmission remains unclear. We studied the transmission of genetically related poultry and human H7N9 influenza viruses differing by four amino acids, including the host determinant PB2 residue 627. A/Silkie chicken/HK/1772/2014 (SCk1772) and A/HK/3263/14 (HK3263) replicated to comparable titers in chickens, with superior oropharyngeal over cloacal shedding; both viruses transmitted efficiently among chickens via direct contact but inefficiently via the airborne route. Interspecies transmission via the airborne route was observed for ferrets exposed to the SCk1772- or HK3263-infected chickens, while low numbers of copies of influenza viral genome were detected in the air, predominantly at particle sizes larger than 4 μm. In ferrets, the human isolate HK3263 replicated to higher titers and transmitted more efficiently via direct contact than SCk1772. We monitored ""intrahost"" and ""interhost"" adaptive changes at PB2 residue 627 during infection and transmission of the Sck1772 that carried E627 and HK3263 that carried V/K/E polymorphism at 60%, 20%, and 20%, respectively. For SCk1772, positive selection for K627 over E627 was observed in ferrets during the chicken-to-ferret or ferret-to-ferret transmission. For HK3263 that contained V/K/E polymorphism, mixed V627 and E627 genotypes were transmitted among chickens while either V627 or K627 was transmitted to ferrets with a narrow transmission bottleneck. Overall, our results suggest direct contact as the main mode for H7N9 transmission and identify the PB2-V627 genotype with uncompromised fitness and transmissibility in both avian and mammalian species.
    
  

  


              
                


  
    
      
        
          Importance:
        
      
      We studied the modes of H7N9 transmission, as this information is crucial for developing effective control measures for prevention. Using chicken (SCk1772) and human (HK3263) H7N9 isolates that differed by four amino acids, including the host determinant PB2 residue 627, we observed that both viruses transmitted efficiently among chickens via direct contact but inefficiently via the airborne route. Chicken-to-ferret transmission via the airborne route was observed, along with the detection of viral genome in the air at low copy numbers. In ferrets, HK3263 transmitted more efficiently than SCk1772 via direct contact. During the transmission of SCk1772 that contained E and HK3263 that contained V/K/E polymorphism at PB2 residue 627, positive selections of E627 and K627 were observed in chickens and ferrets, respectively. In addition, PB2-V627 was transmitted and stably maintained in both avian and mammalian species. Our results support applying intervention strategies that minimize direct and indirect contact at the poultry markets during epidemics.",,Transmission of H7N9 Influenza Viruses with a Polymorphism at PB2 Residue 627 in Chickens and Ferrets,https://pubmed.ncbi.nlm.nih.gov/26202239/
"Introduction:
        
      
      Though studies from western world have reported high prevalence of alcohol use among fishermen, there is lack of information from developing world. Hence this study was carried out among fishermen in a coastal area of southern India to 1) determine the prevalence of alcohol use among fishermen 2) describe the pattern of alcohol use 3) identify factors associated with alcohol use.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      A community based cross-sectional study was carried out among fishermen in a coastal village of Puducherry, India. House to hose survey was conducted, fishermen aged above 18 years and involved in catching fish at least once in last three months, were included. Data on age, marital status, education, monthly income, duration in fishing occupation, owning a boat or wager, frequency of fishing per month/week, number of hours spent in sea, alcohol use in past one year, age at initiation, type of alcohol drink and presence of alcohol users in family.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      In total, 304 participants were interviewed. Mean (SD) age of the participants was 41 (11) and 82% were involved in fishing for more than 10 years. Of 304 participants, 241 (79%) reported alcohol use in past one year. Of 241 participants who used alcohol, 89% reported alcohol consumption during fishing activity. In multivariate analysis, alcohol use in other family members was independently associated with alcohol use (aRR 21.4; 95% CI 6.8-67.4).
    
  

  


              
                


  
    
      
        
          Conclusion:
        
      
      Very high prevalence of alcohol use is seen among fishermen. Of those who consume alcohol, nine out of ten use during fishing activities.","
      
        
          Keywords:
        
      
      Alcohol drinking; Fishermen; India; Occupations; Substance abuse.
    ","
  
    
    
    
    
      
  Alarmingly high level of alcohol use among fishermen: A community based survey from a coastal area of south India


    
  
",https://pubmed.ncbi.nlm.nih.gov/27239952/
"Severe food poisoning events after the consumption of sharks have been reported since the 1940s; however, there has been no clear understanding of their cause. Herein, we report for the first time the presence of ciguatoxins (CTXs) in sharks. The identification by mass spectrometry of CTXs, including two new analogues, in a bull shark (Carcharhinus leucas) that was consumed by humans, causing the poisoning and death of 11 people in Madagascar in 2013 is described. Typical neurotoxic ciguatera symptoms were recorded in patients, and toxicological assays on extracts of the shark demonstrated CTX-like activity. These results confirm this episode as a ciguatera poisoning event and expand the range of pelagic fish species that are involved in ciguatera in the Indian Ocean. Additionally, gambieric acid D, a molecule originally described in CTX-producing microalgae, was identified for the first time in fish. This finding can contribute to a better understanding of trophic relations within food webs. The present work confirms that consumption of sharks from the Indian Ocean should be considered a ciguatera risk, and actions should be taken to evaluate its magnitude and risk in order to manage shark fisheries.",,"
  
    
    
    
    
      
  Identification of ciguatoxins in a shark involved in a fatal food poisoning in the Indian Ocean


    
  
",https://pubmed.ncbi.nlm.nih.gov/28811602/
"The Ganges River dolphin (Platanista gangetica gangetica) (GRD) is classified as one of the most endangered of all cetaceans in the world and the second scarcest freshwater cetacean. The population is estimated to be less than 2,000 individuals. In Nepal's Narayani, Sapta Koshi, and Karnali river systems, survival of GRD continues to be threatened by various anthropogenic activities, such as dam construction and interactions with artisanal fisheries. A basic description of the geographic scope, economics, and types of gear used in these fisheries would help managers understand the fishery-dolphin interaction conflict and assist with developing potential solutions. The main goal was to provide new information on the artisanal fishing communities in Nepal. The specific objectives were to identify, compile, and investigate the demographics, economics, fishing characteristics, and perception of fishermen about GRD conservation in the Narayani, Sapta Koshi, and Karnali rivers so conservation managers can develop and implement a potential solution to the GRD-fishery interaction problem in Nepal. Based on 169 interviews, 79% of Nepalese fishermen indicated fishing was their primary form of income. Fishermen reported fishing effort was greater in summer than winter; greatest in the afternoon (14:30 hrs ± 0:27) and during low water level conditions; and gear was set 4.8 ± 0.2 days/week. Fishermen reported using eight different types of monofilament nets (gillnets and cast nets). Sixty percent used gillnets less than 10 m long, and nearly 30% preferred gillnets between 10 and 100 m long; a few used gillnets longer than 100 m. Most fishermen reported they believed education, awareness, and changing occupations were important for GRD conservation, but they indicated that alternative occupational options were currently limited in Nepal. Nepalese fishermen acknowledged that fisheries posed a risk to GRD, but they believed water pollution, and dam/irrigation developments were the greatest threats.","
      
        
          Keywords:
        
      
      Bycatch; Cetacean conservation; Endangered species; Fishery interactions; Ganges river dolphin.
    ","
  
    
    
    
    
      
  Characterization of the artisanal fishing communities in Nepal and potential implications for the conservation and management of Ganges River Dolphin (Platanista gangetica gangetica)


    
  
",https://pubmed.ncbi.nlm.nih.gov/26788434/
"Seafood industry workers exhibit increased prevalence of respiratory symptoms due to exposure to bioaerosols containing a mixture of bioactive agents. In this study, a human pulmonary epithelial cell model (A549) was exposed to mixtures of bacterial lipopolysaccharide (LPS) and protease-activated receptor-2 (PAR-2) agonists H-Ser-Leu-Ile-Gly-Lys-Val-NH2 (SLIGKV-NH2), purified salmon ( Salmo salar) trypsin or purified king crab ( Paralithodes camtschaticus) trypsin. The inflammatory response was measured based on nuclear factor-kappa B (NF-κB) activation of transcription in a luciferase reporter gene assay and interleukin 8 (IL-8) secretion in an enzyme-linked immunosorbent assay. We observed that mixtures of SLIGKV-NH2 or trypsins with LPS augmented the activation of NF-κB and secretion of IL-8. The effect on IL-8 secretion was synergistic when both trypsins and LPS were used in the lower concentration range. The results demonstrate that exposure to mixtures of agents that are relevant to seafood industry workplaces may lead to increased inflammatory signalling compared with exposure to the individual agents alone. Furthermore, the results indicate that synergism may occur with the combined exposure to seafood trypsins and LPS and is most likely to occur when exposure to either agent is low.","
      
        
          Keywords:
        
      
      Aerosols; air quality; asthma; endotoxin; lungs; occupational health.
    ",Mixed exposure to bacterial lipopolysaccharide and seafood proteases augments inflammatory signalling in an airway epithelial cell model (A549),https://pubmed.ncbi.nlm.nih.gov/26149191/
"Seafood industry workers exhibit increased prevalence of respiratory symptoms due to exposure to bioaerosols containing a mixture of bioactive agents. In this study, a human pulmonary epithelial cell model (A549) was exposed to mixtures of bacterial lipopolysaccharide (LPS) and protease-activated receptor-2 (PAR-2) agonists H-Ser-Leu-Ile-Gly-Lys-Val-NH2 (SLIGKV-NH2), purified salmon ( Salmo salar) trypsin or purified king crab ( Paralithodes camtschaticus) trypsin. The inflammatory response was measured based on nuclear factor-kappa B (NF-κB) activation of transcription in a luciferase reporter gene assay and interleukin 8 (IL-8) secretion in an enzyme-linked immunosorbent assay. We observed that mixtures of SLIGKV-NH2 or trypsins with LPS augmented the activation of NF-κB and secretion of IL-8. The effect on IL-8 secretion was synergistic when both trypsins and LPS were used in the lower concentration range. The results demonstrate that exposure to mixtures of agents that are relevant to seafood industry workplaces may lead to increased inflammatory signalling compared with exposure to the individual agents alone. Furthermore, the results indicate that synergism may occur with the combined exposure to seafood trypsins and LPS and is most likely to occur when exposure to either agent is low.",,"
  
    
    
    
    
      
  The 'Deadliest Catch' No More


    
  
",https://pubmed.ncbi.nlm.nih.gov/27459821/
"Purpose:
        
      
      Melanoma is a highly aggressive and deadly cancer with a poor prognosis given its drug resistance. A defect in apoptosis is one of the key mechanisms that contribute to drug resistance in Melanoma. An important sea marine animal is the Holothuria parva, also known as the sea cucumber, which has various pharmacological activities. Compounds obtained from sea cucumbers have shown to have anticancer activity through induction of apoptosis singling.
    
  

  


              
                


  
    
      
        
          Materials and methods:
        
      
      In the present study, selective toxicity and apoptotic effect of three extracts of H. parva were assessed on skin mitochondria isolated from mouse animal models of melanoma. The mitochondria was isolated from melanoma cells via differential centrifuges and treated with various concentrations (250, 500 and 1000 µg/ml) of metanolic, diethyl ether and n-hexane extracts of H. parva.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      All the applied concentrations (250, 500 and 1000 µg/ml) of three extracts of H. parva increased the reactive oxygen species (ROS) generation only in the skin mitochondria isolated from melanoma cells group (in comparison to the control group). Additionally, all three extracts (250, 500 and 1000 µg/ml) induced swelling within the mitochondria, the collapse of the mitochondrial membrane potential (MMP) and the release of cytochrome c from the mitochondria. Flow-cytometry analysis demonstrated that n-hexane and diethyl ether extracts of H. parva selectively and progressively induced apoptosis only on melanoma but not healthy control skin cells group.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      Given these results, the potentially bioactive compounds found in H. parva render it a strong candidate for further research in molecular identification and confirmatory in vivo studies. Clinical trials are also warranted in the general process of novel drug discovery for the treatment of melanoma cancer.","
      
        
          Keywords:
        
      
      Holothuria parva; apoptosis; melanoma; mitochondria; reactive oxygen species.
    ","
  
    
    
    
    
      
  Non-polar compounds of Persian Gulf sea cucumber Holothuria parva selectively induce toxicity on skin mitochondria isolated from animal model of melanoma


    
  
",https://pubmed.ncbi.nlm.nih.gov/29233008/
"Background:
        
      
      Vitamin C, as an antioxidant, has recently been suggested to provide protection against COPD; however, only few national cohort studies have investigated these effects. We aimed to confirm the protective effects of vitamin C against COPD in Korean patients.
    
  

  


              
                


  
    
      
        
          Patients and methods:
        
      
      We analyzed the data of 3,283 adults aged ≥40 years (representing 23,541,704 subjects) who underwent pulmonary function tests and responded to questionnaires on smoking history and vitamin C intake, with stratification variables and sampling weight designated by the Korea 2012 National Health and Nutrition Examination Survey.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Among all the subjects, 512 (representing 3,459,679 subjects; 15.6%) were diagnosed as having COPD based on pulmonary function test results. Male gender, old age, residence in suburban/rural regions, low household income, low educational level, an occupation in agriculture or fisheries, and heavy smoking were significantly associated with COPD. Low intake of nutrients, including potassium, vitamin A, carotene, retinol, and vitamin C, was significantly associated with COPD. The prevalence of COPD in heavy smokers with the lowest quartile (Q1, <48.50 mg; 63.0%) and low-middle quartile (Q2, 48.50-84.38 mg; 56.4%) of vitamin C intake was significantly higher than that in subjects with the high-middle quartile (Q3, 84.38-141.63 mg; 29.5%) and highest quartile (Q4, >141.63 mg; 32.6%) of vitamin C intake (P=0.015). In multivariate analysis, male gender, old age, heavy smoking, and a low intake of vitamin C were significant independent risk factors for COPD. A significant reduction of 76.7% in COPD risk was observed with a Q3 vitamin C intake compared to Q1 vitamin C intake (odds ratio, 0.233; 95% confidence interval, 0.094-0.576) in heavy smokers.
    
  

  


              
                


  
    
      
        
          Conclusion:
        
      
      This large-scale national study suggests that dietary vitamin C provides protection against COPD, independent of smoking history, in the general Korean population.","
      
        
          Keywords:
        
      
      chronic obstructive lung disease; nutrition; risk factor; smoking; vitamin C.
    ",Dietary vitamin C intake protects against COPD: the Korea National Health and Nutrition Examination Survey in 2012,https://pubmed.ncbi.nlm.nih.gov/27843308/
"Background:
        
      
      In 2011, the Danish Ministry of Food, Agriculture and Fisheries launched the Danish Organic Action Plan 2020 intending to double the organic agricultural area in Denmark. This study aims to measure experienced physical and psychological wellbeing at work along with beliefs and attitudes among kitchen workers before and after participating in educational training programmes in organic food conversion.
    
  

  


              
                


  
    
      
        
          Method:
        
      
      This longitudinal study applied an online self-administered questionnaire among kitchen workers before and after the implementation of an organic food conversion programme with 1-year follow-up. The study targeted all staff members in the participating public kitchens taking part in the organic food conversion process funded by the Danish Organic Action Plan 2020.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Of the 448 eligible kitchen workers, 235 completed the questionnaire at baseline (52%) and 149 at follow-up (63% of those surveyed at baseline). No substantive differences between baseline and follow-up measurements of organic food conversion were detected on physical or psychological wellbeing at work. Kitchen workers reported a significant improvement in the perceived food quality, motivation to work and application of nutritional guidelines. Reported organic food percentages for the kitchens also increased significantly (P< 0.001) and a shift from using ready-made food products to producing more food from base was indicated.
    
  

  


              
                


  
    
      
        
          Conclusion:
        
      
      Within 1 year, a significant increase in motivation to work among kitchen staff was observed with no substantive changes in physical or psychological wellbeing at work identified. The results support the Danish Organic Action Plan 2020 and initiatives of similar kind.",,"
  
    
    
    
    
      
  Wellbeing at work among kitchen workers during organic food conversion in Danish public kitchens: a longitudinal survey


    
  
",https://pubmed.ncbi.nlm.nih.gov/26666868/
"Background:
        
      
      Child exposure to lead from informal used lead-acid battery (ULAB) recycling operations is a serious environmental health problem, particularly in developing countries.
    
  

  


              
                


  
    
      
        
          Objectives:
        
      
      We investigated child exposure to lead in the vicinities of ULAB recycling operations in the Dandora, Kariobangi and Mukuru slums in Nairobi between January and August 2015.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      Top soil (n = 232) and floor dust (n = 322) samples were collected from dwelling units (n = 120) and preparatory schools (n = 44) and analyzed using an inductively coupled plasma-optical emission spectrometer at the Mines and Geological Department Laboratory in the Ministry of Mining, Nairobi. From the obtained lead levels in soil and house dust, child blood lead levels were subsequently predicted using the Integrated Exposure Uptake Biokinetic Model for Lead in Children (IEUBK), Windows version.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Lead loadings in all the floor dust samples from the Dandora, Kariobangi and Mukuru slums exceeded the United States Environmental Protection Agency (USEPA) guidance value for lead on floors with a range of 65.2 - 58,194 μg/ft2. Control floor dust samples recorded lower lead loadings compared to the Dandora, Kariobangi and Mukuru slums. Lead concentration in 70.7% of the soil samples collected from waste dumps, industrial sites, residential areas, playgrounds and preparatory schools in Dandora, Kariobangi and Mukuru exceeded the respective USEPA guidance values for lead in soils. Lead concentration in 100% of control soil samples were below the respective USEPA limits. The IEUBK model predicted that nearly 99.9% of children ≤ 7 years old living near informal ULAB recycling operations in Dandora, Kariobangi and Mukuru were at risk of being lead poisoned, with predicted blood lead levels (BLL) above the Centers for Disease Control (CDC) reference value for blood lead. A total of 99.9% of exposed children living in the Mukuru slums are likely to have BLL above 34 μg/dL.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      There is a need for coordinated efforts to decrease lead emissions from informal battery recycling in Nairobi slums and to remediate existing soils, particularly around battery workplaces and dumpsites. The BLL of local children should be clinically tested and appropriate intervention measures taken.","
      
        
          Keywords:
        
      
      IEUBK; Nairobi slums; house dust; predicted child blood lead; soil; used lead-acid battery recycling.
    ","
  
    
    
    
    
      
  Child Exposure to Lead in the Vicinities of Informal Used Lead-Acid Battery Recycling Operations in Nairobi Slums, Kenya


    
  
",https://pubmed.ncbi.nlm.nih.gov/30524801/
